"GEOID","pop_female","pop_male","pop_asian","pop_black","pop_hispanic","pop_native","pop_other","pop_white","pop_65_74","pop_75_84","pop_85_pl","pop25_w_bach","tot_pop25","pct_w_bach","median_hh_inc","hh_below_pl","tot_hh","pct_hh_below_pl"
"370630020243",166,72,4,51,10,2,3,168,158,65,15,205,433,0.473441108545035,36707,31,334,0.092814371257485
"370630020244",59,36,16,15,0,0,6,58,65,21,9,596,690,0.863768115942029,70795,12,443,0.0270880361173815
"370630020245",75,65,28,20,2,1,7,82,108,27,5,609,672,0.90625,91083,0,406,0
"370630020246",64,77,12,20,3,1,0,105,110,19,12,400,542,0.738007380073801,84073,15,327,0.0458715596330275
"370630020251",177,100,30,158,9,2,6,72,176,74,27,1221,1777,0.687113111986494,107386,24,895,0.0268156424581006
"370630020252",109,68,11,85,9,0,3,69,125,43,9,652,1256,0.519108280254777,84871,98,711,0.137834036568214
"370630020253",104,80,4,110,13,0,1,56,126,50,8,500,739,0.6765899864682,82228,0,424,0
"370630020254",56,23,0,61,2,0,3,13,55,14,10,449,639,0.702660406885759,57886,40,469,0.0852878464818763
"370630020261",205,116,7,259,15,0,1,39,191,93,37,553,1884,0.293524416135881,54915,185,1048,0.176526717557252
"370630020262",218,122,5,275,18,0,3,39,190,109,41,935,2313,0.404236921746649,54670,248,1300,0.190769230769231
"370630020263",38,13,0,35,3,0,0,13,30,18,3,111,1212,0.0915841584158416,45000,66,622,0.106109324758842
"370630020291",273,182,12,48,6,1,5,383,209,135,111,1125,1586,0.709331651954603,65230,136,1290,0.105426356589147
"370630020292",106,102,16,29,4,2,7,150,140,54,14,792,971,0.815653964984552,128167,23,514,0.0447470817120623
"370630020293",16,6,0,7,0,0,0,15,15,4,3,348,408,0.852941176470588,63750,14,280,0.05
"370630020301",223,170,23,24,6,1,6,333,240,125,28,880,1119,0.786416443252904,74559,31,706,0.0439093484419263
"370630020302",282,239,24,26,9,0,11,451,342,134,45,1245,1773,0.702199661590524,163707,0,872,0
"370630020311",113,64,5,43,5,2,4,118,116,51,10,318,1046,0.304015296367113,49601,86,551,0.156079854809437
"370630020312",45,25,9,14,2,0,2,43,39,24,7,397,643,0.61741835147745,63799,98,433,0.226327944572748
"370630020321",17,29,2,14,10,1,0,19,32,11,3,0,774,0,28311,79,324,0.243827160493827
"370630020322",34,15,2,21,6,1,1,18,38,7,4,385,592,0.650337837837838,37055,69,531,0.129943502824859
"370630020323",31,17,1,12,1,1,2,31,19,12,17,224,272,0.823529411764706,60515,18,205,0.0878048780487805
"370630020331",92,74,7,13,5,0,2,139,103,53,10,639,805,0.793788819875776,95035,134,581,0.230636833046472
"370630020332",459,318,22,8,9,0,6,732,256,287,234,1277,1342,0.951564828614009,114891,129,930,0.138709677419355
"370630020333",206,152,16,43,16,0,8,275,199,131,28,625,825,0.757575757575758,76174,16,513,0.0311890838206628
"370630020341",168,111,14,38,5,1,4,217,188,75,16,1037,1649,0.628865979381443,93681,112,890,0.125842696629213
"370630020342",210,191,19,55,8,1,5,313,278,98,25,1140,1688,0.675355450236967,111250,0,872,0
"370630020343",64,54,1,41,3,1,5,67,87,24,7,603,1197,0.503759398496241,50560,171,857,0.19953325554259
"370630020351",132,78,25,56,11,2,10,106,124,73,13,718,1260,0.56984126984127,70536,0,803,0
"370630020352",54,54,6,17,5,1,1,78,54,40,14,287,680,0.422058823529412,54056,28,552,0.0507246376811594
"370630020353",128,114,5,103,23,1,16,94,167,57,18,946,1573,0.601398601398601,84261,0,940,0
"370630020354",68,50,3,74,4,3,2,32,81,30,7,806,1378,0.584905660377358,69011,33,903,0.0365448504983389
"370630020361",143,63,7,94,3,2,8,92,93,46,67,340,797,0.426599749058971,31621,108,647,0.166924265842349
"370630020362",12,9,1,13,0,0,0,7,17,2,2,96,406,0.236453201970443,65948,59,289,0.204152249134948
"370630020363",32,20,2,25,0,0,2,23,40,8,4,487,931,0.523093447905478,43571,68,654,0.103975535168196
"370630020371",90,84,29,40,11,3,11,80,125,43,6,1106,2119,0.521944313355356,81545,0,1577,0
"370630020372",87,67,36,31,5,1,4,77,114,28,12,1340,1854,0.722761596548004,78250,42,1320,0.0318181818181818
"370630020381",107,81,13,33,3,1,2,136,124,55,9,734,1033,0.71055179090029,81590,12,621,0.0193236714975845
"370630020382",351,294,30,96,20,3,7,489,467,151,27,804,1527,0.526522593320236,120875,0,745,0
"370630020383",58,40,4,35,8,2,7,42,71,20,7,900,1719,0.523560209424084,74895,80,1069,0.0748362956033676
"370630021001",102,101,2,30,1,2,2,166,128,58,17,419,787,0.532401524777637,106852,0,388,0
"370630021002",108,85,2,53,5,1,1,131,128,55,10,316,402,0.786069651741294,NA,21,244,0.0860655737704918
"370630021005",72,59,0,13,1,0,1,116,88,37,6,138,540,0.255555555555556,70833,14,286,0.048951048951049
"370630021006",163,150,0,40,6,0,10,257,180,109,24,158,692,0.228323699421965,NA,20,382,0.0523560209424084
"370630021007",204,216,5,76,4,3,4,328,285,108,27,926,1333,0.694673668417104,74271,29,695,0.041726618705036
"370630022001",34,32,3,6,2,0,4,51,47,19,0,644,658,0.978723404255319,65893,180,731,0.246238030095759
"370630022002",116,83,1,49,5,1,6,137,152,39,8,627,1040,0.602884615384615,113333,96,592,0.162162162162162
"370630023001",94,65,2,125,5,1,4,22,107,30,22,447,1362,0.328193832599119,49107,196,635,0.308661417322835
"370690601001",188,146,0,171,2,0,8,153,197,99,38,159,1260,0.126190476190476,63099,30,627,0.0478468899521531
"370690601002",136,103,0,68,4,0,1,166,138,66,35,128,934,0.137044967880086,41675,108,597,0.180904522613065
"370690601003",106,96,0,75,7,0,6,114,134,57,11,197,872,0.225917431192661,45313,21,420,0.05
"370690601004",94,86,0,89,7,0,7,77,126,40,14,81,723,0.112033195020747,57981,45,333,0.135135135135135
"370690603011",303,206,0,149,3,3,4,350,258,164,87,257,1536,0.167317708333333,53281,116,721,0.160887656033287
"370690603012",177,126,0,162,3,0,5,133,198,82,23,267,1006,0.265407554671968,51364,57,490,0.116326530612245
"370690603013",102,70,2,32,4,0,2,132,97,54,21,190,491,0.386965376782077,74130,10,228,0.043859649122807
"370690603014",185,129,1,106,2,0,2,203,151,88,75,123,884,0.139140271493213,53588,11,495,0.0222222222222222
"370690603021",123,81,1,153,7,1,6,36,119,69,16,30,663,0.0452488687782805,25673,136,393,0.346055979643766
"370690603022",161,117,1,106,11,0,3,157,187,65,26,203,932,0.217811158798283,43607,79,533,0.148217636022514
"370690604011",113,105,2,42,6,0,7,161,142,59,17,220,1287,0.170940170940171,51875,101,646,0.156346749226006
"370690604012",129,101,2,41,11,0,12,164,161,62,7,140,800,0.175,40230,90,531,0.169491525423729
"370690604031",80,57,0,38,5,1,2,91,73,52,12,174,543,0.320441988950276,76964,65,327,0.198776758409786
"370690604032",162,136,1,108,6,0,2,181,190,86,22,134,1075,0.124651162790698,31759,247,620,0.398387096774194
"370690604041",85,57,0,69,1,0,3,69,85,43,14,81,457,0.177242888402626,NA,0,294,0
"370690604042",262,151,7,251,10,0,14,131,231,130,52,160,1127,0.141969831410825,34105,93,690,0.134782608695652
"370690605011",427,365,4,106,39,2,20,621,547,199,46,636,2503,0.254095085896924,63537,88,1492,0.0589812332439678
"370690605012",199,189,3,21,15,1,12,336,262,110,16,712,1800,0.395555555555556,82148,58,941,0.0616365568544102
"370690605013",165,121,11,55,25,0,5,190,157,101,28,540,1576,0.342639593908629,81250,6,840,0.00714285714285714
"370690605021",232,192,3,51,11,1,10,348,292,96,36,704,2002,0.351648351648352,91553,35,1110,0.0315315315315315
"370690605022",290,231,2,40,18,0,7,454,329,148,44,620,1946,0.318602261048304,86837,26,994,0.0261569416498994
"370690605023",195,189,1,42,12,0,10,319,242,106,36,551,2387,0.230833682446586,101948,228,1289,0.176881303335919
"370690606011",179,158,0,23,5,4,5,300,213,103,21,404,1413,0.285916489738146,91250,0,715,0
"370690606012",75,70,1,29,4,0,1,110,105,33,7,136,805,0.168944099378882,NA,57,395,0.144303797468354
"370690606021",263,227,0,66,10,3,13,398,345,124,21,592,2584,0.229102167182663,51176,235,1282,0.183307332293292
"370690606022",135,112,0,20,8,2,3,214,178,57,12,345,979,0.352400408580184,66266,18,557,0.0323159784560144
"370690606023",144,122,1,49,9,3,4,200,168,74,24,41,969,0.0423116615067079,47181,59,548,0.107664233576642
"370690607031",134,122,0,22,2,1,0,231,177,64,15,181,376,0.481382978723404,NA,0,249,0
"370690607032",77,77,0,10,1,2,4,137,98,43,13,92,346,0.265895953757225,46328,3,173,0.0173410404624277
"370690608012",209,164,1,129,7,2,3,231,226,113,34,221,2003,0.110334498252621,36613,97,1057,0.0917691579943236
"370690608021",105,85,1,15,3,3,8,160,119,62,9,228,1156,0.197231833910035,38497,73,662,0.110271903323263
"370690608022",100,83,2,7,4,0,3,167,133,32,18,167,1084,0.154059040590406,64091,40,536,0.0746268656716418
"370779701021",195,195,1,118,3,0,4,264,249,111,30,352,1834,0.191930207197383,49914,75,846,0.0886524822695035
"370779702001",168,143,4,54,4,0,9,240,206,75,30,300,1203,0.249376558603491,72344,70,657,0.106544901065449
"370779702002",133,86,0,84,12,4,2,117,101,82,36,60,568,0.105633802816901,NA,22,208,0.105769230769231
"370779702003",292,190,0,277,4,0,5,196,286,120,76,259,1699,0.152442613301942,44628,134,818,0.163814180929095
"370779703001",136,89,0,99,4,0,1,121,148,63,14,171,961,0.177939646201873,33297,112,559,0.200357781753131
"370779703002",84,56,0,40,4,0,6,90,69,48,23,124,504,0.246031746031746,36397,85,320,0.265625
"370779703003",156,111,0,99,3,2,7,156,170,66,31,163,1273,0.128043990573449,52692,47,638,0.0736677115987461
"370779704001",249,166,4,105,5,2,6,293,214,150,51,463,1199,0.386155129274395,52097,87,750,0.116
"370779704002",196,101,5,237,1,0,1,53,158,91,48,259,1004,0.25796812749004,26083,185,617,0.299837925445705
"370779704003",151,84,2,151,5,0,2,75,129,60,46,77,657,0.117199391171994,28663,148,390,0.379487179487179
"370779705001",264,208,0,277,5,1,1,188,290,143,39,266,1308,0.203363914373089,60114,61,719,0.0848400556328234
"370779705002",129,96,2,60,2,0,4,157,143,66,16,174,942,0.184713375796178,55000,11,504,0.0218253968253968
"370779705003",56,56,0,33,6,1,2,70,67,35,10,161,780,0.206410256410256,34159,71,465,0.152688172043011
"370779706012",134,127,1,31,0,2,6,221,185,65,11,485,1170,0.414529914529915,89904,51,641,0.0795631825273011
"370779706013",156,144,0,42,10,3,5,240,197,78,25,281,1261,0.22283901665345,57257,197,693,0.284271284271284
"370779706041",164,131,2,43,18,3,15,214,189,82,24,262,1074,0.243947858472998,74443,63,651,0.0967741935483871
"370779706042",144,136,4,64,4,1,6,201,187,74,19,352,1305,0.269731800766284,64352,41,626,0.0654952076677316
"370779706051",189,188,5,29,5,0,13,325,261,97,19,967,2022,0.478239366963403,112458,139,936,0.148504273504274
"370779706052",165,165,3,21,3,1,7,295,252,64,14,810,2033,0.398425971470733,112683,29,1042,0.027831094049904
"370779706061",126,107,1,49,2,0,2,179,134,86,13,231,962,0.24012474012474,78361,56,520,0.107692307692308
"370779706062",120,86,3,68,4,1,12,118,118,66,22,385,501,0.768463073852295,69122,0,170,0
"370779706071",135,100,2,34,4,1,7,187,156,61,18,419,1242,0.337359098228663,42480,280,717,0.390516039051604
"370779706072",130,102,4,45,10,3,10,160,140,68,24,389,1223,0.31807031888798,65227,43,758,0.0567282321899736
"370779706073",84,77,7,25,3,1,2,123,104,53,4,229,885,0.258757062146893,53487,0,477,0
"370850701001",148,132,3,52,8,8,6,203,176,70,34,151,891,0.169472502805836,53516,55,475,0.115789473684211
"370850701002",104,56,2,89,4,2,2,61,92,39,29,64,728,0.0879120879120879,28080,126,363,0.347107438016529
"370850701003",242,135,0,85,1,1,7,283,200,115,62,441,1653,0.266787658802178,33375,225,971,0.231719876416066
"370850702001",58,48,0,4,0,0,1,101,72,26,8,55,330,0.166666666666667,38750,47,193,0.243523316062176
"370850702002",237,156,0,130,5,3,7,248,229,116,48,283,1176,0.240646258503401,43167,119,670,0.177611940298507
"370850702003",130,72,1,168,3,1,5,24,131,53,18,44,612,0.0718954248366013,21453,177,462,0.383116883116883
"370850703001",253,157,1,63,5,0,1,340,236,126,48,237,1172,0.20221843003413,40625,57,672,0.0848214285714286
"370850703002",48,32,0,37,0,0,2,41,54,20,6,28,334,0.0838323353293413,26477,51,173,0.294797687861272
"370850703003",133,84,3,19,3,0,2,190,116,65,36,197,725,0.271724137931035,54279,45,397,0.113350125944584
"370850703004",305,218,0,97,7,2,2,415,303,170,50,208,1399,0.14867762687634,46144,177,875,0.202285714285714
"370850709011",271,175,1,43,21,0,9,372,270,144,32,494,2060,0.239805825242718,51432,89,1115,0.0798206278026906
"370850709041",170,137,2,50,32,2,9,212,190,87,30,152,959,0.158498435870699,37252,65,601,0.108153078202995
"370850709042",140,135,0,30,10,4,5,226,188,64,23,547,1868,0.292826552462527,68704,135,986,0.136916835699797
"370850710031",134,105,0,21,5,0,6,207,155,74,10,247,739,0.334235453315291,88182,35,402,0.0870646766169154
"370850710033",62,32,0,5,5,1,1,82,60,28,6,19,301,0.0631229235880399,NA,0,167,0
"370850710041",146,135,2,12,12,4,7,244,172,94,15,377,1203,0.313383208645054,66071,65,666,0.0975975975975976
"371010401011",107,98,2,43,3,2,0,155,116,59,30,131,624,0.209935897435897,40134,96,363,0.264462809917355
"371010401012",93,70,0,25,8,0,1,129,97,51,15,97,762,0.127296587926509,49135,72,455,0.158241758241758
"371010401013",78,75,0,26,7,0,1,119,86,59,8,59,520,0.113461538461538,37577,112,259,0.432432432432432
"371010401021",119,124,0,17,2,0,4,220,160,67,16,68,973,0.0698869475847893,49779,15,533,0.0281425891181989
"371010401022",114,79,0,26,10,4,5,148,107,65,21,45,539,0.0834879406307978,27438,148,365,0.405479452054795
"371010401032",116,102,0,22,4,1,4,187,153,59,6,239,837,0.285543608124253,112530,37,463,0.0799136069114471
"371010402043",49,42,0,16,6,1,3,65,58,23,10,47,590,0.0796610169491525,82258,0,278,0
"371010402051",148,140,1,27,8,1,1,250,204,66,18,205,1075,0.190697674418605,69489,31,593,0.0522765598650927
"371010402052",98,87,3,25,11,2,9,135,115,53,17,59,631,0.0935023771790808,51860,23,318,0.0723270440251572
"371010402053",80,62,0,4,2,0,8,128,93,43,6,159,971,0.163748712667353,70403,65,502,0.129482071713147
"371010402063",51,41,0,1,6,1,1,83,51,20,21,78,417,0.18705035971223,NA,76,271,0.280442804428044
"371010402064",127,109,2,24,4,2,2,202,170,56,10,112,825,0.135757575757576,41082,20,500,0.04
"371010402071",195,123,0,37,6,4,12,259,194,103,21,954,1876,0.508528784648188,86707,92,1103,0.0834088848594742
"371010402072",86,58,0,23,7,1,2,111,91,46,7,196,308,0.636363636363636,38355,39,223,0.174887892376682
"371010402073",338,283,10,58,28,0,13,512,442,152,27,1477,2766,0.533984092552422,122778,16,1466,0.0109140518417462
"371010402074",235,201,9,60,17,1,9,340,294,125,17,586,1300,0.450769230769231,116172,0,633,0
"371010402081",198,151,4,56,9,1,6,273,255,73,21,671,1552,0.432345360824742,94938,16,752,0.0212765957446809
"371010402082",49,45,0,5,4,0,8,77,67,21,6,460,1071,0.429505135387488,NA,123,548,0.224452554744526
"371010402083",37,32,0,11,0,0,2,56,51,12,6,23,185,0.124324324324324,106090,0,127,0
"371010402091",23,15,1,2,3,0,0,32,26,10,2,155,157,0.987261146496815,250001,0,95,0
"371010402092",139,93,4,19,4,2,9,194,143,64,25,102,952,0.107142857142857,NA,225,743,0.302826379542396
"371010402093",67,64,2,12,10,0,3,104,88,31,12,34,502,0.0677290836653386,97748,0,282,0
"371010402094",112,87,3,19,10,2,12,153,144,43,12,765,2030,0.376847290640394,75169,0,923,0
"371010402101",51,57,0,2,7,0,1,98,72,27,9,191,1015,0.188177339901478,NA,0,639,0
"371010402102",73,67,3,15,0,0,3,119,90,40,10,136,275,0.494545454545455,103529,0,153,0
"371010403011",132,91,0,65,14,2,2,140,141,58,24,241,718,0.335654596100279,NA,257,544,0.472426470588235
"371010403012",74,45,0,33,27,0,4,55,74,36,9,57,852,0.0669014084507042,31382,194,417,0.465227817745803
"371010403013",62,40,0,56,6,1,2,37,53,35,14,0,300,0,19875,114,214,0.532710280373832
"371010403014",145,92,1,23,7,0,1,205,132,78,27,212,1260,0.168253968253968,57500,42,580,0.0724137931034483
"371010403031",109,64,2,119,16,0,1,35,108,54,11,51,579,0.0880829015544041,18472,156,451,0.34589800443459
"371010403032",18,11,0,10,6,1,2,10,22,4,3,27,343,0.0787172011661808,NA,25,185,0.135135135135135
"371010403033",76,59,0,56,19,0,4,56,92,28,15,68,495,0.137373737373737,22200,130,258,0.503875968992248
"371010403034",53,46,0,16,15,2,2,64,63,31,5,20,880,0.0227272727272727,NA,44,544,0.0808823529411765
"371010403041",118,120,0,41,9,0,5,183,145,71,22,189,1121,0.168599464763604,60156,64,509,0.12573673870334
"371010403042",92,61,0,63,2,3,1,84,97,41,15,115,1085,0.105990783410138,112990,23,375,0.0613333333333333
"371010404001",151,107,0,18,18,0,3,219,161,80,17,132,1241,0.106365834004835,48542,70,628,0.111464968152866
"371010404002",62,43,1,8,2,0,1,93,63,36,6,87,393,0.221374045801527,63036,10,207,0.0483091787439614
"371010404003",117,101,0,10,7,0,6,195,138,64,16,221,1002,0.220558882235529,67656,27,406,0.0665024630541872
"371010404004",135,124,1,16,14,0,1,227,172,64,23,217,743,0.292059219380888,63750,84,431,0.194895591647332
"371010405011",89,91,0,3,2,1,3,171,120,39,21,111,577,0.192374350086655,54375,16,322,0.0496894409937888
"371010405012",165,101,1,66,10,0,5,184,132,113,21,107,935,0.114438502673797,31676,96,618,0.155339805825243
"371010405014",51,45,0,5,2,1,0,88,54,37,5,111,576,0.192708333333333,43617,114,312,0.365384615384615
"371010405015",55,39,0,22,3,0,3,66,69,22,3,14,533,0.026266416510319,56940,32,301,0.106312292358804
"371010405021",96,81,0,8,5,0,8,156,120,38,19,221,711,0.310829817158931,100446,59,373,0.158176943699732
"371010405022",81,73,0,15,3,0,6,130,94,54,6,35,707,0.0495049504950495,41634,0,365,0
"371010406001",94,73,0,25,20,0,0,122,105,50,12,43,621,0.0692431561996779,24948,74,322,0.229813664596273
"371010406002",258,176,2,154,17,1,5,255,266,144,24,155,1977,0.0784016186140617,31784,303,1073,0.282385834109972
"371010407001",184,68,2,73,7,0,3,167,76,79,97,92,503,0.182902584493042,NA,105,255,0.411764705882353
"371010407002",162,100,3,144,16,1,3,95,159,70,33,65,939,0.0692225772097977,35556,104,514,0.202334630350195
"371010407003",142,120,9,32,9,2,5,205,170,72,20,518,1366,0.379209370424597,47045,202,736,0.27445652173913
"371010408001",107,70,0,43,17,0,3,114,94,65,18,456,1461,0.31211498973306,NA,408,770,0.52987012987013
"371010408002",109,86,2,7,4,0,3,179,98,69,28,221,541,0.408502772643253,82222,0,348,0
"371010408003",181,113,1,39,11,0,6,237,158,110,26,417,1086,0.383977900552486,42298,83,704,0.117897727272727
"371010409031",268,237,9,86,31,6,7,366,379,103,23,391,1732,0.225750577367206,48375,329,1135,0.289867841409692
"371010409032",93,72,2,11,4,1,3,144,101,55,9,385,699,0.550786838340486,154833,0,330,0
"371010409033",57,61,1,22,2,2,1,90,87,29,2,191,630,0.303174603174603,96197,22,269,0.0817843866171004
"371010409034",77,85,3,7,1,1,3,147,112,47,3,296,525,0.563809523809524,153750,0,256,0
"371010409035",78,64,1,19,2,0,1,119,86,54,2,292,626,0.466453674121406,138913,0,318,0
"371010409041",103,108,2,58,11,2,1,137,142,56,13,167,1503,0.111111111111111,53550,67,515,0.130097087378641
"371010409042",307,218,0,118,31,1,3,372,243,199,83,259,1276,0.202978056426332,37202,0,491,0
"371010409043",63,59,0,19,6,0,2,95,70,42,10,124,513,0.241715399610136,76250,14,208,0.0673076923076923
"371010409051",173,95,0,46,7,3,2,210,125,107,36,82,871,0.0941446613088404,34952,109,451,0.241685144124169
"371010409052",18,22,0,6,4,1,0,29,28,8,4,183,675,0.271111111111111,56026,25,296,0.0844594594594595
"371010409053",83,79,2,23,4,1,3,129,109,42,11,105,581,0.180722891566265,61053,44,274,0.160583941605839
"371010409054",58,47,3,11,1,0,0,90,72,31,2,262,480,0.545833333333333,81450,19,269,0.0706319702602231
"371010409055",74,74,4,15,11,3,3,112,87,50,11,212,855,0.247953216374269,75750,21,355,0.0591549295774648
"371010409061",107,86,0,13,8,0,5,167,119,58,16,148,724,0.204419889502762,63333,36,388,0.0927835051546392
"371010409062",73,57,2,21,4,0,1,102,93,33,4,268,628,0.426751592356688,75350,10,335,0.0298507462686567
"371010410011",236,136,6,74,27,0,2,263,214,119,39,274,1434,0.191073919107392,59884,17,718,0.0236768802228412
"371010410012",201,147,7,97,26,0,11,207,213,109,26,230,1585,0.145110410094637,58275,54,728,0.0741758241758242
"371010410013",58,44,0,23,7,1,2,69,65,32,5,31,222,0.13963963963964,34306,0,168,0
"371010410014",90,78,2,33,3,0,3,127,118,42,8,380,1287,0.295260295260295,102604,17,461,0.0368763557483731
"371010410015",281,169,6,108,19,0,8,309,257,144,49,421,2090,0.201435406698565,51591,329,1292,0.254643962848297
"371010410031",104,94,4,21,11,0,10,152,131,50,17,204,1178,0.173174872665535,61340,0,555,0
"371010410032",176,121,1,28,12,1,2,253,189,88,20,833,1512,0.550925925925926,81827,79,905,0.087292817679558
"371010410041",79,60,0,14,12,1,5,107,69,54,16,86,524,0.16412213740458,39830,42,334,0.125748502994012
"371010410042",141,78,0,15,16,1,1,186,127,67,25,178,415,0.428915662650602,42250,44,320,0.1375
"371010410051",130,122,1,19,8,0,1,223,164,73,15,110,661,0.166414523449319,82875,41,387,0.10594315245478
"371010410052",78,85,2,11,2,0,5,143,116,45,2,198,576,0.34375,90395,18,386,0.0466321243523316
"371010410053",112,85,5,37,13,0,10,132,135,47,15,151,680,0.222058823529412,39970,0,411,0
"371010411041",58,40,0,17,6,0,0,75,70,21,7,569,1727,0.329473074696005,49259,0,752,0
"371010411042",88,87,4,57,4,0,6,104,134,40,1,348,943,0.369034994697773,61810,12,622,0.0192926045016077
"371010411043",72,42,0,10,8,0,2,94,80,20,14,9,70,0.128571428571429,NA,18,38,0.473684210526316
"371010411044",76,69,5,11,5,0,5,119,114,28,3,263,945,0.278306878306878,67396,90,377,0.238726790450928
"371010411051",96,73,3,17,6,0,4,139,102,47,20,226,866,0.260969976905312,81782,28,450,0.0622222222222222
"371010411052",79,78,2,42,4,0,3,106,120,29,8,242,607,0.398682042833608,84779,29,333,0.0870870870870871
"371010411053",108,103,0,54,6,0,2,149,145,50,16,75,989,0.0758341759352882,72731,40,556,0.0719424460431655
"371010411061",116,117,2,24,5,3,3,196,158,64,11,320,982,0.325865580448065,52819,106,592,0.179054054054054
"371010411062",141,136,1,25,3,0,4,244,175,92,10,403,1903,0.211770888071466,81713,96,971,0.0988671472708548
"371010411071",140,119,3,33,12,0,13,198,176,73,10,577,1644,0.350973236009732,78221,67,913,0.0733844468784228
"371010411072",100,81,6,17,7,0,5,146,119,51,11,349,1300,0.268461538461538,106528,28,605,0.0462809917355372
"371010411081",102,102,3,27,2,0,6,166,139,55,10,339,1469,0.230769230769231,101944,0,599,0
"371010411082",96,69,2,31,5,1,4,122,114,38,13,432,1206,0.358208955223881,92013,76,593,0.128161888701518
"371010411091",148,119,4,18,2,1,3,239,177,77,13,100,1022,0.0978473581213307,71136,32,602,0.053156146179402
"371010411092",72,65,0,23,5,1,4,104,84,47,6,411,916,0.448689956331878,104144,0,460,0
"371010411101",135,58,1,23,5,0,5,159,125,57,11,192,433,0.443418013856813,80625,0,244,0
"371010411102",138,74,0,24,3,0,1,184,100,72,40,142,469,0.302771855010661,94483,0,232,0
"371010411103",117,74,0,31,3,0,5,152,134,46,11,331,1249,0.265012009607686,102125,0,635,0
"371010411111",92,93,1,27,6,0,2,149,121,48,16,157,498,0.315261044176707,107148,0,223,0
"371010411112",165,119,3,61,6,0,6,208,192,70,22,452,1714,0.263710618436406,41187,105,1104,0.0951086956521739
"371010411121",279,174,3,49,23,2,9,367,274,134,45,459,1856,0.247306034482759,79639,26,935,0.027807486631016
"371010411122",165,135,4,42,8,1,1,244,194,93,13,575,942,0.610403397027601,114091,0,482,0
"371010411131",73,56,1,16,1,1,3,107,90,34,5,426,1169,0.364414029084688,124653,10,559,0.0178890876565295
"371010411132",112,113,1,20,5,1,7,191,155,63,7,291,767,0.379400260756193,116104,21,340,0.0617647058823529
"371010412031",83,94,0,5,10,4,4,154,110,55,12,63,819,0.0769230769230769,50357,44,384,0.114583333333333
"371010412032",67,59,0,1,4,1,3,117,85,33,8,36,336,0.107142857142857,72903,11,202,0.0544554455445545
"371010412041",50,40,1,2,3,0,2,82,62,20,8,57,633,0.0900473933649289,NA,40,300,0.133333333333333
"371010412042",74,63,2,13,6,1,4,111,90,33,14,52,744,0.0698924731182796,48594,3,297,0.0101010101010101
"371010412051",208,130,0,40,10,0,3,285,188,119,31,125,1148,0.108885017421603,50179,155,614,0.252442996742671
"371010412052",107,85,0,32,6,1,1,152,131,36,25,160,841,0.190249702734839,42957,60,491,0.122199592668024
"371010412061",110,90,0,28,7,0,1,164,115,72,13,155,1108,0.139891696750903,37394,176,566,0.31095406360424
"371010412062",152,125,0,19,7,0,3,248,164,77,36,503,1164,0.43213058419244,80592,19,633,0.0300157977883096
"371010413011",99,72,0,30,6,0,2,133,107,50,14,171,692,0.247109826589595,80761,18,288,0.0625
"371010413012",77,66,0,26,7,0,1,109,85,44,14,39,358,0.108938547486034,49323,31,227,0.136563876651982
"371010413021",111,95,0,24,10,2,0,170,133,58,15,63,734,0.0858310626702997,51375,56,429,0.130536130536131
"371010413022",67,54,0,5,2,0,0,114,76,41,4,91,465,0.195698924731183,36563,88,250,0.352
"371010413023",139,123,0,13,14,0,1,234,167,85,10,226,1296,0.174382716049383,38173,201,724,0.277624309392265
"371010414011",153,104,0,19,5,1,2,230,151,89,17,205,1333,0.153788447111778,46727,145,664,0.218373493975904
"371010414012",71,62,0,2,3,0,1,127,88,36,9,17,737,0.0230664857530529,61975,0,413,0
"371010414013",77,33,0,23,4,0,3,80,66,38,6,67,262,0.255725190839695,17286,62,188,0.329787234042553
"371010414021",103,62,0,20,5,0,1,139,101,51,13,357,953,0.374606505771249,60458,86,438,0.19634703196347
"371010414023",77,41,0,66,1,0,5,46,85,18,15,0,736,0,20989,211,369,0.571815718157182
"371010414024",88,71,1,9,0,0,0,149,84,60,15,39,500,0.078,30817,33,249,0.132530120481928
"371010414025",133,77,0,21,9,0,2,178,123,49,38,105,717,0.146443514644351,97730,13,267,0.048689138576779
"371010415041",66,42,1,8,1,0,3,95,67,26,15,77,386,0.199481865284974,63063,0,264,0
"371010415042",54,44,0,7,5,0,2,84,73,21,4,132,700,0.188571428571429,60821,0,346,0
"371010415043",82,80,1,4,11,0,5,141,111,42,9,176,651,0.270353302611367,50777,27,389,0.0694087403598972
"371010415044",37,33,0,6,4,0,4,56,40,28,2,49,488,0.100409836065574,NA,0,298,0
"371010415051",98,85,1,6,1,1,3,171,124,55,4,277,1003,0.27617148554337,85074,56,570,0.0982456140350877
"371010415052",76,64,4,5,4,0,3,124,90,39,11,159,535,0.297196261682243,NA,26,310,0.0838709677419355
"371010415053",56,58,1,9,1,1,0,102,85,22,7,133,556,0.239208633093525,64625,26,293,0.0887372013651877
"371010415054",76,62,0,6,2,0,2,128,94,39,5,25,429,0.0582750582750583,41800,50,234,0.213675213675214
"371010415061",69,79,0,12,3,1,3,129,106,26,16,113,504,0.224206349206349,93214,12,298,0.0402684563758389
"371010415062",62,63,2,15,10,2,4,92,100,23,2,124,560,0.221428571428571,52976,83,302,0.274834437086093
