"GEOID","pop_female","pop_male","pop_asian","pop_black","pop_hispanic","pop_native","pop_other","pop_white","pop_65_74","pop_75_84","pop_85_pl","pop25_w_bach","tot_pop25","pct_w_bach","median_hh_inc","hh_below_pl","tot_hh","pct_hh_below_pl"
"371010415071",72,70,0,18,6,0,3,115,106,31,5,134,539,0.24860853432282,64444,39,320,0.121875
"371010415072",99,92,3,19,4,2,7,156,128,57,6,318,1185,0.268354430379747,96950,0,434,0
"371010415073",33,21,0,7,3,0,3,41,43,5,6,300,1015,0.295566502463054,104342,17,420,0.0404761904761905
"371010415074",46,42,0,23,1,0,0,64,58,23,7,90,397,0.226700251889169,48306,38,247,0.153846153846154
"371010415081",40,34,0,4,2,0,0,68,51,18,5,27,334,0.0808383233532934,55076,0,208,0
"371010415082",34,47,0,12,2,0,1,66,61,19,1,63,237,0.265822784810127,53718,0,118,0
"371010415083",132,101,2,31,5,0,5,190,162,68,3,302,1334,0.226386806596702,92682,17,630,0.026984126984127
"371010415091",92,81,3,8,9,0,2,151,108,54,11,91,659,0.138088012139605,61250,0,338,0
"371010415092",106,84,0,21,9,1,2,157,124,53,13,143,929,0.153928955866523,99839,0,438,0
"371010415093",119,100,6,14,5,3,3,188,149,52,18,188,853,0.220398593200469,75870,0,442,0
"371010415101",89,86,1,8,12,3,3,148,125,43,7,88,490,0.179591836734694,NA,40,251,0.159362549800797
"371010415112",61,50,0,11,8,0,1,91,70,31,10,0,392,0,NA,0,190,0
"371050301011",94,63,2,24,11,3,7,110,84,54,19,313,930,0.336559139784946,43056,105,474,0.221518987341772
"371050301012",112,86,1,32,6,0,1,158,123,53,22,185,1062,0.174199623352166,55188,116,455,0.254945054945055
"371050301013",100,64,0,23,5,0,16,120,88,66,10,182,536,0.33955223880597,46538,74,338,0.218934911242604
"371050301014",150,82,1,28,5,1,3,194,102,54,76,203,595,0.341176470588235,46343,18,354,0.0508474576271186
"371050301021",274,216,3,13,6,4,6,458,286,144,60,634,1007,0.629592850049652,97574,45,635,0.0708661417322835
"371050301022",266,187,5,38,12,1,9,388,214,165,74,502,1265,0.396837944664032,58402,0,740,0
"371050301023",162,123,6,26,8,1,10,234,171,98,16,337,1418,0.237658674188999,56223,0,761,0
"371050302001",46,42,0,18,19,0,0,51,65,18,5,53,337,0.15727002967359,29536,51,185,0.275675675675676
"371050302002",75,49,0,48,27,0,3,46,80,30,14,17,681,0.0249632892804699,NA,205,414,0.495169082125604
"371050302003",37,39,0,23,18,0,1,34,52,18,6,16,694,0.0230547550432277,17067,234,419,0.558472553699284
"371050303001",101,92,0,117,19,0,3,54,110,60,23,96,662,0.145015105740181,20469,186,378,0.492063492063492
"371050303002",91,73,1,136,6,0,2,19,95,51,18,3,1174,0.00255536626916525,NA,164,491,0.334012219959267
"371050306011",258,216,7,64,13,0,9,381,294,152,28,489,1807,0.270614277808522,90021,84,911,0.0922063666300768
"371050306012",117,92,2,19,6,0,2,180,155,33,21,246,592,0.415540540540541,81181,6,307,0.0195439739413681
"371050306021",125,140,0,36,6,1,8,214,155,84,26,286,917,0.311886586695747,87625,18,469,0.0383795309168444
"371050307031",149,147,0,32,6,0,9,249,165,104,27,216,1146,0.18848167539267,54167,40,608,0.0657894736842105
"371050307041",91,57,2,31,5,1,8,101,91,48,9,331,867,0.381776239907728,54978,107,675,0.158518518518519
"371050307042",214,188,3,94,13,2,3,287,213,132,57,193,1109,0.174030658250676,34970,68,589,0.115449915110357
"371350107011",68,58,0,26,0,0,2,98,91,26,9,342,402,0.850746268656716,172667,5,212,0.0235849056603774
"371350107012",181,159,9,101,5,0,5,220,231,92,17,729,1167,0.624678663239075,74271,26,655,0.0396946564885496
"371350107051",64,58,4,12,9,0,5,92,94,22,6,811,1069,0.758652946679139,72792,61,556,0.109712230215827
"371350107052",78,64,3,48,3,0,3,85,95,31,16,391,522,0.74904214559387,44153,87,409,0.212713936430318
"371350107053",53,36,0,8,1,0,0,80,63,20,6,600,639,0.938967136150235,91563,16,386,0.0414507772020725
"371350107054",83,79,0,8,5,1,2,146,108,35,19,759,1082,0.701478743068392,84423,103,574,0.179442508710801
"371350107061",94,88,13,2,5,0,10,152,147,30,5,640,778,0.822622107969152,129500,34,440,0.0772727272727273
"371350107062",93,74,4,0,1,0,9,153,121,34,12,562,727,0.773039889958735,114779,11,387,0.0284237726098191
"371350107063",54,54,17,3,1,0,2,85,75,21,12,488,580,0.841379310344828,135561,22,308,0.0714285714285714
"371350107071",42,27,0,11,2,0,3,53,35,29,5,502,621,0.808373590982287,NA,95,421,0.225653206650831
"371350107072",80,59,6,18,9,1,7,98,97,25,17,715,929,0.769644779332616,50872,32,618,0.0517799352750809
"371350107073",118,84,10,64,3,3,7,115,105,72,25,427,855,0.499415204678363,31442,208,635,0.32755905511811
"371350107081",22,21,4,8,10,0,1,20,33,7,3,263,944,0.278601694915254,49556,278,740,0.375675675675676
"371350107082",50,43,7,29,8,0,5,44,62,26,5,190,866,0.219399538106236,80031,61,519,0.117533718689788
"371350107091",22,27,3,7,6,1,4,28,38,4,7,377,729,0.517146776406036,39931,130,614,0.211726384364821
"371350107092",50,45,4,5,6,0,11,69,71,21,3,367,455,0.806593406593407,198274,0,211,0
"371350107101",93,67,2,7,2,0,3,146,108,38,14,347,511,0.679060665362035,154423,0,310,0
"371350107102",86,55,12,16,4,0,5,104,100,31,10,925,1095,0.844748858447489,57765,69,782,0.0882352941176471
"371350107103",115,111,4,14,8,0,1,199,144,67,15,353,406,0.869458128078818,250001,1,218,0.00458715596330275
"371350108021",67,61,0,5,3,0,1,119,79,39,10,196,335,0.585074626865672,83750,12,199,0.0603015075376884
"371350108022",84,72,3,23,0,0,3,127,98,48,10,130,539,0.241187384044527,68500,21,344,0.061046511627907
"371350108023",97,96,0,13,2,0,4,174,137,36,20,286,720,0.397222222222222,81019,26,434,0.0599078341013825
"371350108024",131,130,1,32,2,0,1,225,169,81,11,233,727,0.320495185694635,76467,20,381,0.05249343832021
"371350108025",151,134,0,18,2,0,5,260,207,57,21,322,960,0.335416666666667,83274,14,511,0.0273972602739726
"371350108033",124,114,5,35,3,0,2,193,160,62,16,503,743,0.676985195154778,91429,13,408,0.0318627450980392
"371350108042",131,102,4,88,8,3,4,126,126,89,18,150,705,0.212765957446809,57417,39,429,0.0909090909090909
"371350109021",117,108,2,19,2,0,2,200,153,59,13,434,1008,0.430555555555556,65000,66,512,0.12890625
"371350109022",232,189,9,37,14,1,12,348,295,98,28,1315,2272,0.578785211267606,72618,116,1265,0.091699604743083
"371350109023",75,61,2,18,2,0,0,114,85,35,16,247,680,0.363235294117647,75197,60,413,0.145278450363196
"371350109024",47,45,1,2,5,0,0,84,65,23,4,37,291,0.127147766323024,32247,8,178,0.0449438202247191
"371350109031",160,149,3,30,5,5,3,263,210,83,16,704,897,0.784838350055741,100921,31,548,0.0565693430656934
"371350109032",126,139,7,32,0,0,6,220,178,68,19,411,981,0.418960244648318,94821,28,472,0.0593220338983051
"371350109041",67,61,1,17,9,0,4,97,78,39,11,48,369,0.130081300813008,40143,0,205,0
"371350109042",85,79,4,3,3,0,5,149,124,28,12,417,795,0.524528301886792,106591,95,434,0.21889400921659
"371350109043",62,66,1,2,7,0,2,116,87,30,11,156,741,0.210526315789474,43152,14,390,0.0358974358974359
"371350109044",137,103,1,13,4,0,4,218,175,48,17,264,811,0.325524044389642,NA,24,356,0.0674157303370786
"371350110011",173,112,1,76,3,0,9,196,173,84,28,445,812,0.548029556650246,75625,19,418,0.0454545454545455
"371350110012",190,148,4,10,4,0,8,312,221,84,33,1152,1646,0.699878493317132,187768,61,859,0.0710128055878929
"371350110013",176,157,8,29,3,0,3,290,210,107,16,703,952,0.738445378151261,81842,18,526,0.0342205323193916
"371350110021",310,179,3,26,10,4,5,441,260,134,95,611,1411,0.433026222537208,93275,30,588,0.0510204081632653
"371350110022",83,61,1,35,6,2,4,96,98,34,12,394,455,0.865934065934066,166364,0,254,0
"371350110023",216,121,3,15,6,0,10,303,167,93,77,489,927,0.527508090614887,51765,10,646,0.0154798761609907
"371350111033",62,56,1,7,1,2,4,103,86,21,11,0,137,0,49132,0,93,0
"371350111034",132,93,2,119,13,4,4,83,135,56,34,173,904,0.191371681415929,30854,160,438,0.365296803652968
"371350111061",93,54,0,24,4,1,16,102,100,29,18,281,723,0.38865836791148,32198,176,517,0.340425531914894
"371350111062",73,58,1,5,1,0,10,114,82,35,14,373,544,0.685661764705882,125449,0,302,0
"371350111063",60,57,1,5,2,0,1,108,76,37,4,239,362,0.660220994475138,91250,0,237,0
"371350111071",76,84,0,13,5,0,6,136,108,50,2,383,632,0.606012658227848,124850,3,295,0.0101694915254237
"371350111074",62,46,5,17,5,0,0,81,67,22,19,126,287,0.439024390243902,35917,24,189,0.126984126984127
"371350112041",87,92,11,4,0,0,1,163,133,40,6,391,570,0.685964912280702,113523,26,321,0.0809968847352025
"371350112042",139,138,3,13,0,0,2,259,196,67,14,487,724,0.672651933701657,132404,109,407,0.267813267813268
"371350112043",148,87,0,14,8,0,3,210,108,69,58,236,455,0.518681318681319,67824,33,275,0.12
"371350112044",115,120,13,5,4,0,5,208,165,63,7,583,645,0.903875968992248,249297,0,295,0
"371350112061",76,42,14,10,0,0,3,91,72,43,3,436,705,0.618439716312057,54234,97,470,0.206382978723404
"371350112062",21,18,10,3,1,0,2,23,29,3,7,240,322,0.745341614906832,93351,0,239,0
"371350112063",83,90,44,5,5,0,8,111,131,35,7,918,991,0.926337033299697,155481,0,511,0
"371350112064",63,33,6,16,2,0,4,68,53,32,11,269,349,0.770773638968481,69018,35,259,0.135135135135135
"371350112071",152,141,58,23,13,1,9,189,161,100,32,1604,2130,0.753051643192488,140066,16,993,0.0161127895266868
"371350112072",402,218,8,9,10,0,4,589,103,289,228,578,759,0.761528326745718,78646,13,515,0.0252427184466019
"371350112081",63,38,9,7,3,0,6,76,74,18,9,864,951,0.908517350157729,136741,15,581,0.0258175559380379
"371350112082",29,23,7,27,4,0,1,13,34,14,4,110,391,0.281329923273657,NA,171,249,0.686746987951807
"371350112083",75,58,11,10,6,0,4,102,106,23,4,674,782,0.861892583120205,101202,0,435,0
"371350112084",50,43,7,15,1,0,4,66,72,13,8,609,822,0.740875912408759,163313,40,461,0.0867678958785249
"371350112085",98,86,5,11,3,0,7,158,140,30,14,317,512,0.619140625,122386,0,276,0
"371350112091",68,70,5,14,3,0,9,107,96,36,6,539,733,0.735334242837653,57186,23,440,0.0522727272727273
"371350112092",134,134,4,33,19,0,9,203,195,56,17,945,1216,0.777138157894737,80721,0,683,0
"371350112093",118,131,5,10,5,0,7,222,182,58,9,380,786,0.483460559796438,113138,23,380,0.0605263157894737
"371350112102",180,174,6,78,9,2,5,254,232,96,26,570,1277,0.446358653093187,62173,0,690,0
"371350112112",155,137,5,4,5,0,1,277,214,52,26,641,1138,0.563268892794376,108138,33,612,0.053921568627451
"371350113001",38,26,1,21,0,0,0,42,47,12,5,111,382,0.290575916230366,21352,181,404,0.448019801980198
"371350113002",27,15,0,17,4,1,0,20,29,7,6,181,351,0.515669515669516,31728,197,373,0.528150134048257
"371350113003",44,30,7,34,3,0,2,28,43,20,11,153,328,0.466463414634146,33882,152,359,0.423398328690808
"371350114001",93,78,12,5,1,0,3,150,106,46,19,425,501,0.848303393213573,89107,40,342,0.116959064327485
"371350114002",102,83,12,1,2,0,1,169,110,56,19,439,622,0.705787781350482,NA,16,344,0.0465116279069767
"371350114003",32,31,4,3,4,0,2,50,36,21,6,372,550,0.676363636363636,NA,343,581,0.590361445783133
"371350115001",174,181,11,14,0,0,2,328,230,105,20,1052,1415,0.743462897526502,121397,104,790,0.131645569620253
"371350117001",107,82,2,5,1,0,5,176,128,52,9,788,1053,0.748338081671415,71364,201,768,0.26171875
"371350117002",46,14,3,21,0,0,4,32,29,21,10,256,364,0.703296703296703,43649,46,288,0.159722222222222
"371350117003",16,16,3,4,1,0,2,22,23,6,3,303,355,0.853521126760563,82500,72,198,0.363636363636364
"371350117004",43,55,5,12,0,0,0,81,69,26,3,251,273,0.919413919413919,NA,96,253,0.379446640316206
"371350118001",84,62,9,9,3,1,4,120,92,42,12,560,617,0.907617504051864,42593,245,516,0.474806201550388
"371350118002",84,57,7,3,1,0,2,128,104,33,4,451,499,0.903807615230461,126700,0,276,0
"371350118003",89,78,10,9,6,0,5,137,99,53,15,470,644,0.729813664596273,53676,95,420,0.226190476190476
"371350119021",170,103,12,12,3,0,6,240,160,83,30,730,987,0.739614994934144,64563,78,631,0.123613312202853
"371350119022",112,110,19,7,3,0,5,188,158,53,11,643,685,0.938686131386861,200795,0,296,0
"371350119023",71,69,12,7,3,0,4,114,90,42,8,312,374,0.834224598930481,128750,49,212,0.231132075471698
"371350119024",98,79,9,8,0,1,6,153,81,70,26,923,1111,0.830783078307831,141168,45,689,0.0653120464441219
"371350119031",84,73,4,20,3,1,8,121,102,39,16,413,696,0.593390804597701,67188,54,372,0.145161290322581
"371350119032",102,67,16,11,4,0,4,134,90,52,27,500,691,0.723589001447178,77986,18,487,0.0369609856262834
"371350119041",55,51,6,5,5,2,4,84,73,19,14,218,259,0.841698841698842,24519,103,248,0.415322580645161
"371350119042",41,43,5,2,0,0,1,76,57,25,2,581,657,0.884322678843227,92039,71,413,0.171912832929782
"371350119043",166,156,8,19,4,3,7,281,217,86,19,725,789,0.918884664131812,170750,0,430,0
"371350121011",96,52,19,39,1,0,2,87,77,39,32,342,716,0.477653631284916,32159,78,364,0.214285714285714
"371350121012",57,40,23,4,4,0,2,64,61,27,9,208,250,0.832,69702,0,162,0
"371350121013",244,145,17,65,16,1,10,280,230,114,45,811,1240,0.654032258064516,53750,177,770,0.22987012987013
"371350121021",95,83,16,5,2,0,5,150,108,61,9,433,586,0.738907849829352,127045,0,274,0
"371350121022",69,63,3,3,0,0,3,123,70,44,18,331,479,0.691022964509395,50143,0,362,0
"371350121031",160,122,13,8,8,0,6,247,159,103,20,818,931,0.878625134264232,157019,26,539,0.0482374768089054
"371350121032",111,75,6,3,2,0,2,173,89,63,34,711,972,0.731481481481482,50250,107,661,0.161875945537065
"371350122011",81,75,2,18,1,0,0,135,91,55,10,442,635,0.696062992125984,170071,20,330,0.0606060606060606
"371350122012",134,157,1,6,4,0,3,277,193,78,20,771,1060,0.727358490566038,171875,0,475,0
"371350122013",105,82,7,4,7,1,6,162,105,58,24,657,740,0.887837837837838,83750,21,412,0.0509708737864078
"371350122021",124,131,12,15,7,0,9,212,161,64,30,1298,1626,0.798277982779828,166648,0,863,0
"371350122022",113,74,11,27,4,0,3,142,111,53,23,313,634,0.493690851735016,27750,217,439,0.494305239179954
"371350122023",166,106,6,8,13,0,3,242,184,70,18,887,909,0.975797579757976,115769,68,622,0.109324758842444
"371459201002",143,105,0,112,5,2,10,119,140,86,22,9,634,0.0141955835962145,48333,49,372,0.131720430107527
"371459201003",163,108,0,67,3,0,6,195,180,63,28,178,1129,0.157661647475642,93288,51,603,0.0845771144278607
"371459201004",217,181,0,157,5,0,1,235,239,108,51,170,1261,0.134813639968279,45897,217,728,0.298076923076923
"371459202003",178,155,0,57,7,3,4,262,206,101,26,189,1164,0.162371134020619,85069,33,683,0.0483162518301611
"371459202004",322,260,2,155,2,4,4,415,347,177,58,279,1467,0.190184049079755,90354,126,801,0.157303370786517
"371459203001",155,92,1,70,1,5,8,162,140,88,19,227,1317,0.172361427486712,49917,183,789,0.231939163498099
"371459203002",110,53,0,63,3,0,5,92,108,46,9,98,804,0.121890547263682,30154,228,444,0.513513513513513
"371459203003",219,156,0,117,7,3,10,238,207,121,47,245,1289,0.190069821567106,50545,122,823,0.14823815309842
"371459203004",261,172,0,118,8,2,10,295,202,141,90,157,1028,0.15272373540856,NA,94,535,0.175700934579439
"371459204001",70,43,0,55,1,0,2,55,69,27,17,30,557,0.0538599640933573,58191,76,352,0.215909090909091
"371459204002",106,62,0,118,6,1,2,41,93,54,21,122,471,0.259023354564756,32215,29,311,0.0932475884244373
"371459204003",179,102,0,73,9,0,4,195,147,91,43,188,942,0.199575371549894,49844,104,530,0.19622641509434
"371459205001",194,158,1,59,2,0,7,283,239,89,24,197,1497,0.131596526386106,81250,172,864,0.199074074074074
"371459205002",160,147,2,13,4,0,6,282,206,84,17,238,1053,0.226020892687559,60278,59,626,0.0942492012779553
"371459205003",212,197,0,70,8,0,6,325,285,108,16,209,1520,0.1375,77109,84,803,0.104607721046077
"371459205004",158,121,0,81,4,0,7,187,171,91,17,45,716,0.0628491620111732,51042,23,400,0.0575
"371459206011",200,120,0,128,14,5,3,170,184,113,23,70,1509,0.046388336646786,37089,316,999,0.316316316316316
"371459206012",149,84,0,35,12,0,3,183,115,72,46,0,849,0,72532,49,416,0.117788461538462
"371459206014",174,164,1,29,9,1,4,294,218,99,21,115,1145,0.100436681222707,60833,49,594,0.0824915824915825
"371459206022",169,134,2,34,7,0,7,253,198,72,33,274,1342,0.204172876304024,43000,112,822,0.13625304136253
"371459206023",120,112,3,35,3,0,3,188,147,65,20,387,1034,0.374274661508704,72500,8,622,0.0128617363344051
"371639702011",160,108,0,43,22,0,5,198,127,98,43,216,1067,0.202436738519213,34141,86,633,0.135860979462875
"371639703041",183,144,1,24,4,0,11,287,192,99,36,125,1179,0.106022052586938,53889,36,652,0.0552147239263804
"371639703042",191,136,1,43,2,1,2,278,198,106,23,77,1077,0.0714948932219127,54464,69,540,0.127777777777778
"371819603001",220,196,0,149,14,3,1,249,274,119,23,217,1488,0.145833333333333,62549,66,727,0.0907840440165062
"371819609011",116,86,0,93,6,0,2,101,131,65,6,81,996,0.0813253012048193,58750,55,573,0.0959860383944154
"371819609012",108,98,0,71,11,2,1,121,151,35,20,369,1213,0.304204451772465,71441,13,548,0.0237226277372263
"371819610001",163,151,0,79,10,1,4,220,187,100,27,395,1424,0.277387640449438,67688,200,747,0.267737617135207
"371819610002",183,143,0,118,7,0,2,199,214,87,25,300,1446,0.20746887966805,51352,135,784,0.17219387755102
"371819610004",68,50,2,52,1,0,0,63,98,19,1,93,491,0.189409368635438,31944,56,286,0.195804195804196
"371830501001",78,73,4,27,7,0,10,103,108,30,13,702,925,0.758918918918919,118185,30,531,0.0564971751412429
"371830501002",44,46,4,22,1,1,3,59,63,24,3,1049,2172,0.482965009208103,92419,72,1142,0.0630472854640981
"371830501003",25,29,3,7,2,1,2,39,41,10,3,715,925,0.772972972972973,104598,6,653,0.00918836140888208
"371830503001",122,111,4,10,11,3,8,197,160,55,18,1184,1447,0.818244644091223,66012,133,1027,0.129503407984421
"371830503002",135,110,10,137,9,5,2,82,180,57,8,293,646,0.453560371517028,64013,113,593,0.190556492411467
"371830503003",60,61,1,52,4,0,3,61,83,31,7,801,884,0.906108597285068,118318,73,668,0.109281437125749
"371830504001",57,59,4,11,2,0,2,97,85,25,6,779,965,0.807253886010363,127656,17,559,0.0304114490161002
"371830504002",87,40,0,68,1,0,5,53,71,38,18,247,439,0.562642369020501,42978,44,319,0.137931034482759
"371830505001",77,62,1,13,3,0,3,119,95,26,18,823,1002,0.821357285429142,129722,26,716,0.0363128491620112
"371830505002",77,41,0,75,0,0,3,40,77,22,19,1033,1466,0.704638472032742,85144,65,947,0.0686378035902851
"371830505003",44,46,5,16,10,0,1,58,53,30,7,340,545,0.623853211009174,36181,31,375,0.0826666666666667
"371830506001",87,29,0,97,3,0,1,15,86,21,9,26,251,0.103585657370518,NA,19,130,0.146153846153846
"371830506002",77,50,0,109,4,0,0,14,79,38,10,167,715,0.233566433566434,39073,169,393,0.430025445292621
"371830506003",64,46,1,37,1,0,5,66,69,19,22,657,976,0.673155737704918,133750,55,522,0.10536398467433
"371830507001",61,41,1,82,4,0,2,13,68,24,10,297,936,0.317307692307692,41141,104,555,0.187387387387387
"371830507002",33,29,0,50,0,1,0,11,38,17,7,225,486,0.462962962962963,38442,29,321,0.0903426791277259
"371830507003",174,84,1,232,7,0,3,15,155,70,33,261,836,0.312200956937799,42264,30,559,0.0536672629695885
"371830508001",89,43,0,113,1,0,2,16,88,31,13,124,739,0.167794316644114,29792,122,397,0.307304785894207
"371830508002",47,26,1,55,2,3,2,10,50,15,8,157,557,0.281867145421903,31361,123,307,0.400651465798046
"371830508003",31,43,2,48,3,0,1,20,57,13,4,84,1695,0.0495575221238938,28523,32,125,0.256
"371830509001",43,17,0,48,1,0,1,10,36,15,9,173,557,0.310592459605027,60250,18,272,0.0661764705882353
"371830509002",43,33,0,60,1,0,2,13,58,13,5,227,635,0.35748031496063,35625,49,431,0.11368909512761
"371830509003",27,31,0,45,1,0,2,10,44,9,5,122,404,0.301980198019802,28333,64,212,0.30188679245283
"371830510001",15,41,2,17,1,0,3,33,40,11,5,799,1197,0.66750208855472,54028,107,1038,0.103082851637765
"371830510002",47,48,1,10,2,0,7,75,69,18,8,581,954,0.609014675052411,65673,61,547,0.111517367458867
"371830511012",62,48,2,69,4,0,1,34,61,30,19,251,852,0.294600938967136,32198,159,537,0.29608938547486
"371830511023",3,58,0,21,4,2,0,34,47,11,3,70,764,0.0916230366492147,22303,27,69,0.391304347826087
"371830512001",70,51,0,1,0,0,2,118,83,29,9,1034,1391,0.743350107836089,60399,134,1085,0.123502304147465
"371830512002",90,88,2,6,3,0,4,163,115,44,19,623,815,0.76441717791411,76932,119,707,0.168316831683168
"371830512003",71,77,2,9,2,0,4,131,102,41,5,734,820,0.895121951219512,NA,181,746,0.242627345844504
"371830514001",52,44,0,0,0,0,0,96,66,27,3,367,497,0.738430583501006,108864,30,358,0.0837988826815642
"371830514002",52,55,1,6,0,1,1,98,76,23,8,490,585,0.837606837606838,70652,66,364,0.181318681318681
"371830514003",85,66,1,6,4,0,3,137,93,34,24,457,594,0.769360269360269,64632,0,404,0
"371830514004",31,23,0,7,2,0,1,44,39,8,7,331,331,1,NA,169,335,0.504477611940298
"371830514005",97,68,0,21,3,2,2,137,111,42,12,644,815,0.790184049079755,113548,21,458,0.0458515283842795
"371830515011",186,140,2,14,5,0,5,300,191,106,29,894,1268,0.705047318611987,80758,22,758,0.029023746701847
"371830515012",220,199,7,5,1,0,3,403,261,114,44,1308,1465,0.89283276450512,199712,0,783,0
"371830515021",133,83,1,6,1,0,4,204,76,79,61,345,415,0.831325301204819,77308,0,314,0
"371830515022",155,147,3,7,7,0,7,278,223,49,30,845,1039,0.813282001924928,141750,9,575,0.0156521739130435
"371830516001",132,112,2,1,0,0,1,240,165,60,19,614,712,0.862359550561798,161136,15,392,0.038265306122449
"371830516002",80,73,0,4,3,0,0,146,111,36,6,699,834,0.838129496402878,108542,0,553,0
"371830516003",157,131,1,4,52,1,1,229,161,89,38,420,633,0.663507109004739,208750,0,268,0
"371830516004",118,91,0,2,0,0,7,200,113,87,9,892,1089,0.819100091827365,102059,25,710,0.0352112676056338
"371830516005",61,60,0,1,0,0,2,118,77,29,15,480,480,1,172969,13,250,0.052
"371830517001",91,77,0,1,2,0,0,165,120,33,15,576,636,0.905660377358491,213125,0,303,0
"371830517002",111,114,4,1,0,0,0,220,148,60,17,802,899,0.89210233592881,250001,0,476,0
"371830517003",129,137,2,12,0,0,0,252,181,66,19,873,982,0.889002036659878,195750,11,572,0.0192307692307692
"371830518001",94,61,0,7,5,0,6,137,97,43,15,979,1288,0.760093167701863,105918,68,790,0.0860759493670886
"371830518002",126,92,4,5,4,0,3,202,157,34,27,897,981,0.914373088685015,160469,0,610,0
"371830518003",184,122,7,39,4,1,4,251,139,81,86,799,1384,0.577312138728324,74485,73,811,0.0900123304562269
"371830519001",132,114,1,140,3,1,11,90,158,75,13,484,1432,0.337988826815642,68961,56,641,0.0873634945397816
"371830519002",134,86,0,138,15,0,2,65,155,44,21,230,1332,0.172672672672673,42993,126,747,0.168674698795181
"371830519003",128,88,0,119,2,0,2,93,119,75,22,286,838,0.341288782816229,44167,146,494,0.295546558704453
"371830520011",160,96,4,156,15,3,2,76,130,74,52,202,1562,0.12932138284251,33000,230,986,0.233265720081136
"371830520012",86,85,0,136,14,2,2,17,116,34,21,135,1124,0.120106761565836,29444,176,544,0.323529411764706
"371830520021",254,167,1,374,12,1,2,31,219,158,44,158,1817,0.0869565217391304,40124,203,929,0.218514531754575
"371830520022",317,202,5,462,16,2,14,20,321,157,41,804,2216,0.362815884476534,55425,81,975,0.0830769230769231
"371830521011",254,162,9,300,25,3,11,68,253,115,48,814,3316,0.245476477683957,54637,198,1753,0.112949229891614
"371830521012",174,110,1,262,6,0,5,10,142,102,40,323,816,0.395833333333333,31826,100,581,0.172117039586919
"371830521013",85,56,1,133,5,0,0,2,89,36,16,115,1578,0.0728770595690748,27026,250,573,0.43630017452007
"371830521014",171,101,2,235,14,2,3,16,158,56,58,168,417,0.402877697841727,41303,34,283,0.120141342756184
"371830521021",133,73,2,162,15,0,7,20,123,65,18,243,1239,0.196125907990315,55346,67,560,0.119642857142857
"371830521022",59,30,5,69,7,0,0,8,57,25,7,233,913,0.255202628696605,43875,115,591,0.194585448392555
"371830521023",171,98,5,227,12,2,4,19,176,77,16,178,2138,0.0832553788587465,65186,115,859,0.133876600698487
"371830523031",36,29,7,13,4,0,2,39,41,21,3,784,930,0.843010752688172,83125,85,487,0.174537987679671
"371830523032",47,30,4,32,4,0,1,36,60,16,1,275,615,0.447154471544715,43800,406,878,0.462414578587699
"371830523041",110,95,5,73,1,0,1,125,107,61,37,666,1716,0.388111888111888,64107,175,817,0.214198286413709
"371830523042",16,10,1,7,1,0,0,17,14,11,1,131,189,0.693121693121693,38051,147,305,0.481967213114754
"371830523051",11,6,2,8,0,0,1,6,13,4,0,547,856,0.639018691588785,43456,141,439,0.321184510250569
"371830523052",45,54,10,9,4,0,1,75,61,31,7,477,775,0.615483870967742,65946,62,428,0.144859813084112
"371830523061",23,22,5,11,1,0,0,28,27,14,4,317,445,0.712359550561798,67000,111,384,0.2890625
"371830523071",6,8,2,2,0,0,2,8,12,0,2,299,494,0.605263157894737,36053,152,508,0.299212598425197
"371830523072",17,13,0,18,2,0,0,10,27,0,3,360,831,0.433212996389892,44417,147,625,0.2352
"371830523073",53,51,1,12,1,0,3,87,75,22,7,753,929,0.810548977395048,65625,111,609,0.182266009852217
"371830523074",21,21,0,10,7,0,3,22,22,15,5,198,322,0.614906832298137,35859,98,296,0.331081081081081
"371830523075",21,20,1,11,1,0,1,27,27,12,2,323,574,0.562717770034843,NA,61,448,0.136160714285714
"371830524011",156,113,12,28,9,1,11,208,202,50,17,2002,3217,0.622318930680758,61944,164,2586,0.0634184068058778
"371830524041",160,130,6,23,8,5,7,241,180,73,37,818,1550,0.527741935483871,80341,96,814,0.117936117936118
"371830524042",16,9,2,1,1,0,1,20,17,7,1,347,522,0.664750957854406,40042,176,441,0.399092970521542
"371830524043",90,91,8,5,2,1,3,162,132,30,19,332,456,0.728070175438597,98633,9,239,0.0376569037656904
"371830524071",81,77,8,23,10,0,4,113,100,39,19,803,1540,0.521428571428571,59063,32,872,0.036697247706422
"371830524072",72,62,4,17,0,0,0,113,66,46,22,459,877,0.523375142531357,74044,52,499,0.104208416833667
"371830524073",33,35,6,8,4,0,2,48,40,14,14,470,883,0.532276330690827,36379,147,722,0.203601108033241
"371830524081",41,28,2,19,3,0,5,40,49,13,7,343,582,0.589347079037801,41733,104,417,0.249400479616307
"371830524082",19,23,3,10,4,0,5,20,33,7,2,333,987,0.337386018237082,38125,293,769,0.381014304291287
"371830524091",7,9,2,7,2,0,0,5,12,3,1,172,417,0.412470023980815,27216,74,293,0.252559726962457
"371830524092",4,7,4,3,0,0,0,4,8,1,2,403,517,0.779497098646035,23984,141,326,0.432515337423313
"371830524093",12,5,1,2,3,0,3,8,9,1,7,725,943,0.768822905620361,29700,216,600,0.36
"371830524101",109,75,6,34,8,0,6,130,116,38,30,398,942,0.422505307855626,64091,47,598,0.0785953177257525
