"GEOID","var","pct","subgroup_type","var_label","pct_round","area"
"371830534332","pct_other",0.0112359550561798,"Race","Other",1.1,"CBG"
"371830534332","pct_white",0.853932584269663,"Race","White",85.4,"CBG"
"371830534332","pct_65_74",0.651685393258427,"Age","65-74",65.2,"CBG"
"371830534332","pct_75_84",0.314606741573034,"Age","75-64",31.5,"CBG"
"371830534332","pct_85_pl",0.0337078651685393,"Age","85+",3.4,"CBG"
"371830534332","pct_below_pl",0.0717658168083097,"Poverty + Education","HHs Below PL",7.2,"CBG"
"371830534332","pct_w_bach",0.700988039521581,"Poverty + Education","Bachelor's +",70.1,"CBG"
"371830542232","pct_male",0.469565217391304,"Sex","Male",47,"CBG"
"371830542232","pct_female",0.530434782608696,"Sex","Female",53,"CBG"
"371830542232","pct_asian",0.0115942028985507,"Race","Asian",1.2,"CBG"
"371830542232","pct_black",0.0318840579710145,"Race","Black",3.2,"CBG"
"371830542232","pct_hispanic",0,"Race","Hisp.",0,"CBG"
"371830542232","pct_native",0,"Race","Native American",0,"CBG"
"371830542232","pct_other",0.00289855072463768,"Race","Other",0.3,"CBG"
"371830542232","pct_white",0.953623188405797,"Race","White",95.4,"CBG"
"371830542232","pct_65_74",0.657971014492754,"Age","65-74",65.8,"CBG"
"371830542232","pct_75_84",0.318840579710145,"Age","75-64",31.9,"CBG"
"371830542232","pct_85_pl",0.0231884057971014,"Age","85+",2.3,"CBG"
"371830542232","pct_below_pl",0.087797619047619,"Poverty + Education","HHs Below PL",8.8,"CBG"
"371830542232","pct_w_bach",0.913237924865832,"Poverty + Education","Bachelor's +",91.3,"CBG"
"371830534341","pct_male",0.507462686567164,"Sex","Male",50.7,"CBG"
"371830534341","pct_female",0.492537313432836,"Sex","Female",49.3,"CBG"
"371830534341","pct_asian",0.0746268656716418,"Race","Asian",7.5,"CBG"
"371830534341","pct_black",0.0298507462686567,"Race","Black",3,"CBG"
"371830534341","pct_hispanic",0.0149253731343284,"Race","Hisp.",1.5,"CBG"
"371830534341","pct_native",0,"Race","Native American",0,"CBG"
"371830534341","pct_other",0.0746268656716418,"Race","Other",7.5,"CBG"
"371830534341","pct_white",0.805970149253731,"Race","White",80.6,"CBG"
"371830534341","pct_65_74",0.761194029850746,"Age","65-74",76.1,"CBG"
"371830534341","pct_75_84",0.194029850746269,"Age","75-64",19.4,"CBG"
"371830534341","pct_85_pl",0.0447761194029851,"Age","85+",4.5,"CBG"
"371830534341","pct_below_pl",0,"Poverty + Education","HHs Below PL",0,"CBG"
"371830534341","pct_w_bach",0.835073068893528,"Poverty + Education","Bachelor's +",83.5,"CBG"
"371830534271","pct_male",0.451612903225806,"Sex","Male",45.2,"CBG"
"371830534271","pct_female",0.548387096774194,"Sex","Female",54.8,"CBG"
"371830534271","pct_asian",0.0709677419354839,"Race","Asian",7.1,"CBG"
"371830534271","pct_black",0.0387096774193548,"Race","Black",3.9,"CBG"
"371830534271","pct_hispanic",0.0258064516129032,"Race","Hisp.",2.6,"CBG"
"371830534271","pct_native",0,"Race","Native American",0,"CBG"
"371830534271","pct_other",0.0516129032258065,"Race","Other",5.2,"CBG"
"371830534271","pct_white",0.812903225806452,"Race","White",81.3,"CBG"
"371830534271","pct_65_74",0.593548387096774,"Age","65-74",59.4,"CBG"
"371830534271","pct_75_84",0.264516129032258,"Age","75-64",26.5,"CBG"
"371830534271","pct_85_pl",0.141935483870968,"Age","85+",14.2,"CBG"
"371830534271","pct_below_pl",0.0162748643761302,"Poverty + Education","HHs Below PL",1.6,"CBG"
"371830534271","pct_w_bach",0.722277722277722,"Poverty + Education","Bachelor's +",72.2,"CBG"
"371830534301","pct_male",0.315315315315315,"Sex","Male",31.5,"CBG"
"371830534301","pct_female",0.684684684684685,"Sex","Female",68.5,"CBG"
"371830534301","pct_asian",0.0720720720720721,"Race","Asian",7.2,"CBG"
"371830534301","pct_black",0.0855855855855856,"Race","Black",8.6,"CBG"
"371830534301","pct_hispanic",0.0540540540540541,"Race","Hisp.",5.4,"CBG"
"371830534301","pct_native",0.0045045045045045,"Race","Native American",0.5,"CBG"
"371830534301","pct_other",0.0045045045045045,"Race","Other",0.5,"CBG"
"371830534301","pct_white",0.779279279279279,"Race","White",77.9,"CBG"
"371830534301","pct_65_74",0.59009009009009,"Age","65-74",59,"CBG"
"371830534301","pct_75_84",0.252252252252252,"Age","75-64",25.2,"CBG"
"371830534301","pct_85_pl",0.157657657657658,"Age","85+",15.8,"CBG"
"371830534301","pct_below_pl",0.0470016207455429,"Poverty + Education","HHs Below PL",4.7,"CBG"
"371830534301","pct_w_bach",0.451152579582876,"Poverty + Education","Bachelor's +",45.1,"CBG"
"371830534342","pct_male",0.354430379746835,"Sex","Male",35.4,"CBG"
"371830534342","pct_female",0.645569620253165,"Sex","Female",64.6,"CBG"
"371830534342","pct_asian",0.0506329113924051,"Race","Asian",5.1,"CBG"
"371830534342","pct_black",0.0506329113924051,"Race","Black",5.1,"CBG"
"371830534342","pct_hispanic",0.0569620253164557,"Race","Hisp.",5.7,"CBG"
"371830534342","pct_native",0.00632911392405063,"Race","Native American",0.6,"CBG"
"371830534342","pct_other",0.0189873417721519,"Race","Other",1.9,"CBG"
"371830534342","pct_white",0.816455696202532,"Race","White",81.6,"CBG"
"371830534342","pct_65_74",0.443037974683544,"Age","65-74",44.3,"CBG"
"371830534342","pct_75_84",0.284810126582278,"Age","75-64",28.5,"CBG"
"371830534342","pct_85_pl",0.272151898734177,"Age","85+",27.2,"CBG"
"371830534342","pct_below_pl",0.0459363957597173,"Poverty + Education","HHs Below PL",4.6,"CBG"
"371830534342","pct_w_bach",0.526315789473684,"Poverty + Education","Bachelor's +",52.6,"CBG"
"371830534282","pct_male",0.446280991735537,"Sex","Male",44.6,"CBG"
"371830534282","pct_female",0.553719008264463,"Sex","Female",55.4,"CBG"
"371830534282","pct_asian",0.0950413223140496,"Race","Asian",9.5,"CBG"
"371830534282","pct_black",0.0413223140495868,"Race","Black",4.1,"CBG"
"371830534282","pct_hispanic",0.0165289256198347,"Race","Hisp.",1.7,"CBG"
"371830534282","pct_native",0,"Race","Native American",0,"CBG"
"371830534282","pct_other",0.0206611570247934,"Race","Other",2.1,"CBG"
"371830534282","pct_white",0.826446280991736,"Race","White",82.6,"CBG"
